购买车型,购买地点,购买时间,购买裸车价（万元）,空间,动力,操控,能耗,舒适性,外观,内饰,性价比,购车目的1,购车目的2,购车目的3,购车目的4,汽车类型,最满意的一点,最不满意的一点
2017款 1.5T 秦100,自贡,2017年10月,19.99,5,5,5,5,4,5,4,5,上下班,购物,自驾游,跑长途,DM,作为新能源的一款车油耗是它最大的优势，平时在纯电模式下基本上就可以把汽油给省了，相比来说用电还是花费比较少的。,这款车的隔音不算好，速度快的话噪音还是比较明显的，底盘隔音也不是很好。
2017款 1.5T 秦100,杭州,2017年7月,19.99,4,5,5,5,4,5,5,5,上下班,接送小孩,自驾游,购物,DM,外观油耗是我比较满意的，这款车的外观确实挺好看的，比较秀气，也很漂亮，又不缺乏时尚感，而且这款车的油耗很低，平时用混合模式下油耗也是比较低的。,这款车的隔音不好，噪音还是蛮明显的，特别是底盘的隔音，如果走一些大石子的小路时车内就会听到石子打到底盘的声音。
2017款 1.5T 秦100,福州,2017年12月,19.99,5,5,5,5,4,5,5,4,购物,上下班,接送小孩,跑长途,DM,这款车的优点还是很突出的，首先车子外观很好看，而且这这款车的油耗是它最大的优点了，油耗非常省。,作为一款新能源的车子，价格还是稍微贵了一些，比普通车要贵上好几万块钱。
2017款 1.5T 秦100,北京,2017年10月,19.99,5,5,5,5,4,5,5,4,上下班,购物,接送小孩,自驾游,DM,外观比较稳重，配置非常丰富，这款车在外观和配置上是我比较满意的一辆车，而且价格方面也还行。,这款车的隔音做得不算好，底盘的噪音还是比较大的，如果走烂路的话就感觉底盘的噪音很大。
2017款 1.5T 秦100,重庆,2017年11月,19.99,5,5,5,5,4,5,5,4,上下班,购物,接送小孩,自驾游,DM,这款车各方面做的都比较均衡，空间，油耗和舒适度都比较适合家用。,价格方面还是稍微贵了一些，买这款车的时候也是犹豫了很长一段时间，毕竟这个价位可以买一辆比较好的suv了，不过能买到新能源的车子我觉得也是心满意足了，毕竟我挺喜欢新能源车子的。
2017款 1.5T 秦100,北京,2017年11月,19.99,5,5,5,5,5,4,5,4,上下班,购物,接送小孩,,DM,这款车子比较满意的就是底盘，底盘的稳定性非常好，而且这款车子舒适性也非常不错，过减速带的时候不会感觉颠簸感很难受，底盘调校的还是非常好的。,价格方面不占优势，可能买这是新能源车子的通病，相比于普通的车来说，价格要贵上不少。
2017款 1.5T 秦100,杭州,2017年11月,19.99,5,5,5,5,4,5,5,4,上下班,购物,自驾游,接送小孩,DM,这款车的配置和外观是我比较喜欢的两方面，而且车子的技术是我在国产车中比较信赖的。,车子的舒适性方面比较差，车子的隔音方面做的不是特别好，速度快噪音大，胎噪还是比较明显的。
2017款 1.5T 秦100,北京,2017年9月,19.99,5,5,5,5,4,5,4,5,上下班,购物,接送小孩,自驾游,DM,这款车的外观和配置我都挺满意的，配置方面挺好的，车子在同级别车中配置就算是比较丰富的，而且定价也比较合理，在整个新能源车中秦100比较喜欢的一辆车。,车内有异响，车子如果跑凹凸不平的路面经常会听到异响，在中控台到右是上部会听到咯噔咯噔的响，不知道是不是车子做工的问题。
2017款 1.5T 秦100,徐州,2017年11月,19.99,4,5,5,5,4,5,5,5,上下班,购物,接送小孩,自驾游,DM,其实买这款车也主要是看好了这款车的性价比，买新能源车子自己也是研究了很长一段时间，这款车性价比算是比较好的，价格比较实惠，最主要的是配置很高，技术也比较成熟。,这款车的空间不是很大，后排空间如果坐三个成年人就会感觉拥挤，相比于suv车型来说空间不占优势。
2017款 1.5T 秦100,南京,2017年9月,19.99,4,5,5,5,4,5,5,5,上下班,购物,接送小孩,自驾游,DM,外观挺喜欢的，而且这款车的配置也很丰富，在新能源的车中，这款车应该算是比较经典的了，从价格跟配置来说，我最喜欢的就是秦100。,后排空间不算很大，如果三个人的话就会感觉有些挤，坐两个人的话还是宽宽敞敞的。
2017款 1.5T 秦100,广州,2017年9月,19.99,4,5,5,5,4,5,5,5,上下班,购物,接送小孩,自驾游,DM,这款车性价比方面非常满意，当初决定买新能源的车子的时候基本上所有的国产车都看过，这款车子是我比较满意的，从配置到价格我觉得都挺好的。,空间方面不是很大，后排坐三个成年人就会觉得稍微挤了一些，坐两个人还是可以的。
2017款 1.5T 秦100,武汉,2017年11月,19.99,5,5,5,5,4,5,4,5,上下班,购物,接送小孩,自驾游,DM,当时决定买新能源的车子的时候，最主要原因还是油耗的问题，这款车的油耗确实很少，现在车子虽然没买几天，不过纯电行驶节省了不少油钱。,隔音还是不理想的，速度超过80之后，车内还是有噪音的，车子的密封性做得还不是很完美。
2017款 1.5T 秦100,广州,2017年10月,19.99,4,5,5,5,4,5,5,5,上下班,购物,接送小孩,自驾游,DM,外观还行，看起来挺稳重的又不缺乏时尚感，设计上来说我觉得还是比较好的，配置非常丰富。,空间不是很大，我身高185坐在后排腿部空间剩余不是很多，前排空间还行。
2017款 1.5T 秦100,宝鸡,2017年10月,19.99,5,5,5,5,4,5,5,4,上下班,购物,接送小孩,自驾游,DM,这款车的配置很好，而且外观看起来也很有时尚感，非常符合我的审美观，看起来挺顺眼的。,车子的隔音方面做的还不是特别好，速度比较快的话车内的噪音就比较明显，跑高速的话隔音效果确实挺差的。
2017款 1.5T 秦100,济南,2017年11月,19.99,5,5,5,5,5,5,4,4,上下班,购物,接送小孩,自驾游,DM,配置是我最满意的一方面，这款车的配置确实挺丰富的，而且车子的舒适性很好，基本上没有什么噪音。动力也还行，我觉得够用了。,我感觉内饰的塑料感比较强，看起来没有那种所谓的豪华感。
2017款 1.5T 秦100,上海,2017年8月,19.99,5,5,5,5,4,5,4,5,上下班,购物,接送小孩,自驾游,DM,外观不错，配置丰富。新能源的车子油耗也比较低，到现在为止基本上都是在市区驾驶，多充充电基本上就可以把油钱省了。,隔音不算好，如果速度快的话，车内还是会有噪音的。
2017款 1.5T 秦100,武汉,2017年10月,19.99,5,5,5,5,4,4,5,5,上下班,购物,接送小孩,,DM,这款车我比较满意的两个方面就是配置跟油耗，配置很丰富，用起来也比较高大上，油耗也非常的低，因为是新能源的车子基本上油耗在三四个。,车子的隔音一般，每次跑高速的时候都能感觉噪音挺大的，速度快了就会有比较大的噪音。
2017款 1.5T 秦100,上海,2017年7月,19.99,4,5,5,5,5,4,5,5,上下班,自驾游,接送小孩,购物,DM,配置丰富，舒适性好，车子开起来非常平顺，新能源的车子优点还是很多的。,空间不是很大，身高在180以下的坐在里面很宽敞，如果超过180就感觉有点压抑了。
2017款 1.5T 秦100,北京,2017年11月,19.99,4,5,5,5,4,5,5,5,上下班,购物,接送小孩,自驾游,DM,这款车的配置非常好，而且油耗也非常低，在市区驾驶如果经常充着电的话，基本上就可以不用耗油了，让我最满意的应该就是它的安全配置了，这款车的安全配置很高。,空间不算很大，自己看过好几款新能源的车子，大多是suv车型，相比suv来说乘坐空间不是很满意。
2017款 1.5T 秦100,安顺,2017年10月,19.99,5,5,5,5,4,5,5,4,上下班,购物,跑长途,接送小孩,DM,我比较喜欢这款车的配置，用起来非常的高大上，而且价格也还行，在新能源的车中这款车的价格应该还算是比较便宜的，从性价比方面来说我觉得做的已经很好了。,我感觉在舒适性方面这款车还是有缺陷的，车子的底盘方面比较硬，而且车子的噪音也是挺大的。
2017款 1.5T 秦100,青岛,2017年11月,19.99,4,5,5,5,5,5,5,4,购物,接送小孩,上下班,自驾游,DM,车子的优点很多，在我看来比较满意的有三个方面，首先是车子的动力，动力非常好，加速的感觉很棒，然后就是这款车的平顺性很好，基本上没有什么顿挫感，最后比较满意的就是车子的噪音了，基本上车内没有什么噪音。,车子价格方面稍微贵了一点，然后就是空间上没有suv那么大的空间，视野方面没有问那么好。
2017款 1.5T 秦100,杭州,2017年3月,19.99,5,5,5,5,4,5,4,5,上下班,购物,接送小孩,,DM,这款车的配置非常的好，价格来说也是挺不错的，看过好几款车这款车整体方面是比较满意的，各方面都挺均衡的。,如果说这款车最不满意的应该就是内饰的味道了，车到现在都开了9000多公里了，每次进车里都能感觉到那是有一股皮质的味道。
2017款 1.5T 秦100,石家庄,2017年9月,19.99,4,5,5,5,5,5,5,4,上下班,购物,接送小孩,自驾游,DM,这款车的配置很丰富，开起来的舒适性也还是不错的。,价格还是贵了一点，虽然国家有补助不过算下来还是挺贵的。
2017款 1.5T 秦100,上海,2017年9月,20.5,5,5,5,5,5,5,4,5,上下班,购物,接送小孩,自驾游,DM,这车的性价比非常不错，感觉电动车最大的优势就是节能，而且这款车的外观看起来挺漂亮的，感觉很好。,目前还没有发现太大的问题，最主要的感觉就是内饰的设计，感觉有些太个性了，很多人对这款车的内饰感觉都不是很喜欢，我自己还是能够接受的。
2017款 1.5T 秦100,武汉,2017年10月,19.0,5,5,5,5,4,5,4,5,上下班,接送小孩,自驾游,购物,DM,车子最满意的要数它的动力了，在动力方面，我觉得同级别的车中很难找到对手，起步很快，加速也比较快，开起来动力还是非常舒适的，急加速的时候有很大的推背感，开起来比较爽。,车子最大的缺点应该就是舒适性，我觉得厂家应该在舒适性方面多下些功夫，车子不仅底盘硬噪音也比较大，在市区驾驶舒适性没什么问题，如果速度超过80之后就感觉胎噪很明显。
2017款 1.5T 秦100,重庆,2017年10月,19.99,5,5,5,5,5,5,4,5,上下班,购物,接送小孩,自驾游,DM,这款车子的动力应该是最满意的一个地方了，看起来非常强劲，即使在满载的情况下车子超车也不费劲，上坡的时候也感觉比较轻松。,新车内饰多少有些塑料味道。
2017款 1.5T 秦100,宜春,2017年5月,21.0,5,5,4,5,5,5,5,5,上下班,接送小孩,自驾游,,DM,最满意的是这款车的外观了，设计得很有时尚感，很新颖别致有个性。看来这家公司的设计师挺有时尚范儿挺潮的，买这样的车就感觉自己走在了时尚潮流的前端。这车的整体看起来很时尚大气，车身线条流畅度很高，车前部和尾部凹凸有致，很有设计感。一眼看到就能感觉到它的与众不同，尤其是购买了以后，真是越看越让我爱不释手。,最不满意的是这款车的胎会有一点噪声，特别是车子速度快点的时候，那个声音还是挺明显的。
2017款 1.5T 秦100,西宁,2017年6月,21.0,5,5,5,5,5,5,4,5,上下班,接送小孩,自驾游,跑长途,DM,最满意的是这款车外观，外观别致新颖，造型很有自己的个性，我个人是挺喜欢的。车身线条流畅，无论是前部还是尾部都做得凹凸有致，做工也是处处都挺精细的，让人越看越喜欢。,最不满意的是这款车悬架偏硬，这样的话减震效果会没那么好。就是在过减速带的时候，能感觉到会有震动感。
