购买车型,购买地点,购买经销商,购买时间,购买裸车价,空间,动力,操控,能耗,舒适性,外观,内饰,性价比,购车目的1,购车目的2,购车目的3,购车目的4,口碑
秦                        2018款 秦EV450 智联锋尚型,合肥 ?,合肥市路骐比亚迪,2018年10月,15.99?万元                                补贴后,5,5,5,5,4,5,5,5,上下班,购物,,,【最满意的一点】这台车最满意也是让我第一眼看到就喜欢上它的外观设计，以前单位的老哥哥老姐姐们有的也买过比亚迪的汽车，那老款的比亚迪样子太过于老旧，其他先不提，时尚感反正差点，而作为新款秦比亚迪里头的汽车代表，它的外观设计应该属于翻天覆地的变化。还有买电动汽车，最主要的就是看上了买它不用再考虑加油的问题，还有这辆车价格比较合适我。【最不满意的一点】现在也才回来没几天，新鲜感还没过去，现在开着整体感觉还不错，要说不满意的地方也就是这个车让我等待的时间太久了，看上以后夏天定的车，等车时我一打电话总告诉我马上就到了，再等等，具体时间说还在排队，中间我差点放弃等待，终于等了两个多月车才回来，我提车的时候听到他们嘿别人介绍说，现在订车更慢，得等三个多月了，这提车速度也太龟速了，对于着急买车的...
秦                        2018款 秦EV450 智联尊尚型,北京 ?,北京鑫敏恒比亚迪,2018年7月,16.20?万元                                补贴后,5,5,5,5,5,5,5,5,上下班,自驾游,,,【最满意的一点】按照大家的格式，列个1、2、3吧：1续航不虚，最多一次开了470km，最少的时候380km 2动力强劲，电车的动力是没话说的 3内饰豪华，座椅舒适 4使用成本低，2400公里，电费200元左右 5云服务功能强大，做的相当给力想不到了，太多了，哎【最不满意的一点】不满意的地方不多，也列个1、2、3吧：1驾驶室和副驾驶储物空间少，手机...
秦                        2018款 秦EV450 智联时尚型,河源 ?,河源市永发,2018年9月,14.88?万元                                补贴后,4,5,5,5,4,5,5,5,上下班,购物,,,【最满意的一点】我对这个群新能源最满意的地方，应该就是它真的很省。养车费用比用油的车辆来说，真的是少太多了。充电速度还是很快的，基本上一个多小时就能够充满。哦，这个是在快充充电桩充的速度。如果是自己在家里充的话，就要稍微久一点，算是慢充吧。在家里充电的话，基本上也就才20多块的电费，还是充满的那种，。【最不满意的一点】最不满意的地方就是这款车的悬架有点偏硬。如果是跑烂路的话，会觉得不是那么舒适，过坑洼路面的时候，还会觉得有震动感，【空间】作为家用车来说，空间是足够使用的。后排空间即使坐满的话，也不会让人感觉到很拥挤，前排空间就更不用说了，活动范围还是很大的。后备箱的话，感觉还可以吧，能够放得进大包小包，毕竟是轿车，所以我觉得不能要求太大的空间，就跟上面说的一样，嗯，反正空...
秦                        2018款 秦EV450 智联时尚型,上海 ?,上海弘仁锐豪汽车,2018年8月,24.07?万元,5,5,5,5,4,5,5,5,上下班,购物,,,【最满意的一点】最满意的肯定是节能省钱了，相比于燃油车来说用车压力要小很多。秦日常开百公里电耗十六七个足够，在家充电一度电五毛钱，百公里电费才不到十块钱，要是燃油车按照百公里六个油算就得四五十块钱，更何况市区里开没几个车能跑出六个油的，这笔账算下来就很明白了。另外配置高，我这个最低配的配置就已经够用了，定速巡航倒车影像电子手刹，还有一键启动液晶仪表啥的，配置也对得起这个价钱了。【最不满意的一点】第一是没有全景天窗，小天窗作用不大，反正开车的时候只能目视前方，倒不如全景天窗可以让后排多享受享受。第二是后排座椅设计欠考虑，中间的位置比两边高很多，两边座椅还有稍微凸起一些的造型，坐中间屁股会觉得硌得慌，不适合三个人乘坐后排。【空间】空间够用了，虽然没办法跟那些大车比空间，但是作...
秦                        2018款 秦EV450 智联锋尚型,菏泽 ?,山东正鑫,2018年9月,15.98?万元                                补贴后,4,5,5,5,5,5,4,5,上下班,购物,,,【最满意的一点】电动车开起来很省，现在油价这么不稳定，忽高忽低的，但怎么算都是电动车占了很大优势，而且不受限行的影响，你要知道限行那个不方便啊，今天能开，明天不能开，有个急事需要出去啥的打车还不方便，又一次朋友生病需要立即去医院，她的车那天限行还没法开，大半夜的又给我打电话开我的车去的，事后说还是你的车方便，去哪都行，以后也要换一辆这样的。【最不满意的一点】虽然说这个车的续航里程已经很多了，可以达到400公里左右了，就是时间长反而容易遗忘，但是出去跑的话万一没电了，充电桩在不好找，可就麻烦了，毕竟不像加油车这么多，但是这个也不是它们厂家能做主的，是吧，还是需要政府在投入多建设充电桩。【空间】空间还是不错的，中等稍微高点的个做进去，腿部空间，头部空间都蛮大的，前方视野也不错...
秦                        2018款 秦EV450 智联尊尚型,温州 ?,永嘉嘉迪比亚迪4S店,2018年9月,26.07?万元,4,5,4,5,5,5,5,5,上下班,购物,,,【最满意的一点】打开车门，首先映入眼帘的就是那个12.8英尺的中控大屏，这简直就是一个竖着的IPAD啊，和那个啥美国的特斯拉差不多，满满的高科技感觉，瞬间高大上很多，前后驻车雷达，全景摄像头，无钥匙进入，前排座椅通风加热等等，配置很高，这个我很满意。【最不满意的一点】储物空间设计的不太合理，尤其是中央扶手地方，储物的地方太少，而现在随身携带的小物品不少，进车就想放在车内，最不能理解的是后排座椅不能放倒，这个简直是反人类设计，如果要携带长度长的物品根本没办法带，很影响后备箱的储物空间。【空间】前排空间还是不错的，我175左右的个子做进去，头部空间在一拳左右，后排空间两拳左右，就是后排座椅不能放倒，这个太不能接受了，行李多的时候不太能放开，长度长的也没法横着放，希望可以改进，...
秦                        2018款 秦EV450 智联尊尚型,苏州 ?,苏州才富比亚迪,2018年8月,26.07?万元,5,5,5,5,4,5,4,5,上下班,购物,接送小孩,,【最满意的一点】从8月份入手以来，对于比亚迪秦，要说最满意的地方就是秦的外观和节能省钱方面了。外观上有自己的风格，看着很fash，纯电动的车一年真比燃油的省很多钱，电费不值钱一度才几毛。【最不满意的一点】要说起最不满意的地方，那就是秦的悬挂问题了，总给我的感觉有些偏硬了，无论是在通过减速带还是在通过一些道路不平整的地方，颠簸总能感觉到一些的，乘坐感受不是特别到位。【空间】对我们这个三口之家来说空间是够用，家里没有太高的也没太胖的，无论是前排还是后排的空间还是挺够用了，后备箱平时去超市买点东西放进去也是宽宽松松的。【动力】比亚迪秦在提速上还是挺给力的，给电就跑，加速快了推背感也很明显，电动车最大的好处就是起步的时候反应很快，基本上等红绿灯的时候都是我第一个冲出去的，...
秦                        2018款 秦EV450 智联尊尚型,天津 ?,天津环耀汽车,2018年8月,16.88?万元                                补贴后,5,5,5,5,5,4,4,5,上下班,,,,【最满意的一点】如果说前几年纯电动车还处在新鲜期的话，那么现在纯电动车的大众接受程度越来越高了，看大街上跑的绿牌就知道了，秦在好几个方面都比较优秀，是我比较满意的车型，首先没有发动机的噪音了，行驶途中非常安静，充电也很快，快充2个小时左右就好了，非常的方便，那种一到涨价就去排队加油的情况再也没有了。【最不满意的一点】这车其实各方面都还不错，功能也多，但是大灯确实用的卤素大灯，实在和它的档次有点不相配，甚至有点拉低档次的感觉，明明可以更好的，不该节约这点成本拉低档次了。【空间】这辆车属于紧凑型的车，所以空间表现属一般够用的状态，不过与同级别车相比，它的空间还是占有一定优势的，我本人一米七三，坐在驾驶室，座椅调至最佳状态，离头顶还有一拳的距离，后排家人说腿部空间还可以，不是那...
秦                        2018款 秦EV450 智联尊尚型,洛阳 ?,洛阳茂迪,2018年8月,16.88?万元                                补贴后,5,5,5,5,4,5,4,5,上下班,购物,,,【最满意的一点】续航很给力，特别适合上下班，像我公司离我家二十多公里，完全可以十来天充一次电，省心省钱，其实这个续航能力跑高速也没问题的，前提是把电量充足，然后把里程充分考虑进去。【最不满意的一点】感觉储物区域不是很充足，目前有的几个储物格都有些小，放东西不是很方便，还有就是车身颜色的可选项有点少，居家车想选一个不那么招摇但又有点个性的颜色，只好选白色了。【空间】很适合家用的空间，即使满载问题也不大，看身材吧，你说几个一米八几的大高个坐后排说很宽松那是不可能的，作为紧凑车型，其实这个表现已经很不错了，后备厢的容量一般，但是问题也不大，家用代步车，够用就行了【动力】一开始并没有看好它，跟大家担心的一样，怕续航不行，怕各种各样的小毛病，后来发现自己多虑了，这车子动力家...
秦                        2018款 秦EV450 智联尊尚型,北京 ?,北京盛世新景,2018年6月,16.99?万元,5,5,5,4,5,4,5,5,上下班,购物,自驾游,,【最满意的一点】配置高 续航长 动力强劲 空间大 静音效果好 云服务功能强大 前脸外观大气【最不满意的一点】尾灯不满意 没有配置全景天窗 智能语音控制不如荣威斑马系统【空间】空间：身高178 前排空间宽敞舒适 后排空间也比较大 不拥挤 后备箱空间较小但也完全够用储物空间：副驾前储物箱空间一般，其他还可以，有放手机杯子还有票据的位置...
秦                        2018款 秦EV450 智联锋尚型,长春 ?,吉林恒亚,2018年5月,25.70?万元,5,5,5,5,5,5,4,5,购物,接送小孩,自驾游,,【最满意的一点】满意它的性价比，跟一般的柴油车或者汽油车相比较而言，它的用车成本要低的蛮多，并且购车的价格也有很大的一个优惠，现在购买这种电动车的话还是非常划算的，补贴也蛮好，价格合理，家用就是很实惠。【最不满意的一点】其实它的大毛病我倒是还没有发现，只不过对于我来说当初忽略了它的那个内饰，这个方面车真的做的不是很好，挺差劲的，尤其是里面的用料，太不讲究了，虽然说是崇尚简约，可是质量还是应该要过硬才可以啊，这是我超级不满意的一点，有时候车门车窗关的太紧了，里面还会让我感觉特别闷，不是很舒服。【空间】紧凑型的车说它空间特别大的话也不会，但是正常的三口之家用的话完全是绰绰有余，这个也是根据自己的一个空间需求要决定的，像我的话，家里就三个人，孩子还在学校，基本上平时就我跟我老婆...
